elapsed_s,player_x,player_z,forward,left,right,jump,focused
10.10054,253.10876,87.01720,0,0,0,0,1
10.12020,253.10876,87.01720,0,0,0,0,1
10.14013,253.10876,87.01720,0,0,0,0,1
10.16021,253.10876,87.01720,0,0,0,0,1
10.18028,253.10876,87.01720,0,0,0,0,1
10.20009,253.10876,87.01720,0,0,0,0,1
10.22031,253.10876,87.01720,0,0,0,0,1
10.24045,253.10876,87.01720,0,0,0,0,1
10.26010,253.10876,87.01720,0,0,0,0,1
10.28005,253.10876,87.01720,0,0,0,0,1
10.30023,253.10876,87.01720,0,0,0,0,1
10.32038,253.10876,87.01720,0,0,0,0,1
10.34007,253.10876,87.01720,0,0,0,0,1
10.36029,253.10876,87.01720,0,0,0,0,1
10.38052,253.10876,87.01720,0,0,0,0,1
10.40034,253.10876,87.01720,0,0,0,0,1
10.42036,253.10876,87.01720,0,0,0,0,1
10.44053,253.10876,87.01720,0,0,0,0,1
10.46008,253.10876,87.01720,0,0,0,0,1
10.48022,253.10876,87.01720,0,0,0,0,1
10.50010,253.10876,87.01720,0,0,0,0,1
10.52008,253.10876,87.01720,0,0,0,0,1
10.54051,253.10876,87.01720,0,0,0,0,1
10.56016,253.10876,87.01720,0,0,0,0,1
10.58031,253.10876,87.01720,0,0,0,0,1
10.60034,253.10876,87.01720,0,0,0,0,1
10.62007,253.10876,87.01720,0,0,0,0,1
10.64037,253.10876,87.01720,0,0,0,0,1
10.66046,253.10876,87.01720,0,0,0,0,1
10.68038,253.10876,87.01720,1,0,0,0,1
10.70042,253.14502,87.35626,1,0,1,0,1
10.72051,253.18127,87.69533,1,0,1,0,1
10.74051,253.24112,88.03104,1,0,1,0,1
10.76005,253.32426,88.36175,1,0,1,0,1
10.78006,253.55870,89.00175,0,0,0,0,1
10.80055,253.55870,89.00175,0,0,0,0,1
10.82018,253.55870,89.00175,0,0,0,0,1
10.84051,253.55870,89.00175,0,0,0,0,1
10.86019,253.55870,89.00175,0,0,0,0,1
10.88027,253.55870,89.00175,0,0,0,0,1
10.90035,253.55870,89.00175,0,0,0,0,1
10.92043,253.55870,89.00175,0,0,0,0,1
10.94030,253.55870,89.00175,0,0,0,0,1
10.96011,253.55870,89.00175,0,0,0,0,1
10.98052,253.55870,89.00175,0,0,0,0,1
